ticker,entry_1,exit_1,entry_2,exit_2,entry_3,exit_3,num_entries,num_exits
OKE,1996-01-02,2001-08-29,2010-03-15,,,,2,1
WB,1996-01-02,2008-12-29,,,,,1,1
BR,1996-01-02,2006-03-30,2018-06-18,,,,2,1
BCO,1996-01-02,1996-01-12,,,,,1,1
NMK,1996-01-02,2002-01-31,,,,,1,1
DDS,1996-01-02,2008-10-16,,,,,1,1
MRK,1996-01-02,,,,,,1,0
ECL,1996-01-02,,,,,,1,0
CGP,1996-01-02,2001-01-29,,,,,1,1
ITT,1996-01-02,2011-10-31,,,,,1,1
HI,1996-01-02,2003-03-28,,,,,1,1
X,1996-01-02,2014-07-01,,,,,1,1
NCC,1996-01-02,2008-12-29,,,,,1,1
WMT,1996-01-02,,,,,,1,0
MDT,1996-01-02,,,,,,1,0
IP,1996-01-02,,,,,,1,0
AT,1996-01-02,2007-11-16,,,,,1,1
USW,1996-01-02,2000-06-29,,,,,1,1
BFI,1996-01-02,1999-07-30,,,,,1,1
GT,1996-01-02,2019-02-15,,,,,1,1
NEM,1996-01-02,,,,,,1,0
JNJ,1996-01-02,,,,,,1,0
MD,1996-01-02,1997-07-29,,,,,1,1
BBI,1996-01-02,1998-01-05,,,,,1,1
ADSK,1996-01-02,,,,,,1,0
WBA,1996-01-02,,,,,,1,0
MII,1996-01-02,1999-06-21,,,,,1,1
DALRQ,1996-01-02,2005-08-18,,,,,1,1
AL,1996-01-02,2002-07-18,,,,,1,1
WOR,1996-01-02,2004-12-16,,,,,1,1
ATI,1996-01-02,2015-07-01,,,,,1,1
TIN,1996-01-02,2007-12-27,,,,,1,1
WMX,1996-01-02,1998-07-16,,,,,1,1
DCNAQ,1996-01-02,2006-03-02,,,,,1,1
HON,1996-01-02,,,,,,1,0
STO,1996-01-02,1998-11-17,,,,,1,1
TXU,1996-01-02,2007-10-09,,,,,1,1
SCI,1996-01-02,2000-03-15,,,,,1,1
NOVL,1996-01-02,2011-04-25,,,,,1,1
ABS,1996-01-02,2006-05-31,,,,,1,1
HCA,1996-01-02,2006-11-17,2015-01-27,,,,2,1
UK,1996-01-02,2001-01-31,,,,,1,1
WNDXQ,1996-01-02,2004-12-02,,,,,1,1
KMG,1996-01-02,2006-08-10,,,,,1,1
MCIC,1996-01-02,1998-09-08,,,,,1,1
EMN,1996-01-02,,,,,,1,0
TRW,1996-01-02,2002-12-09,,,,,1,1
CCTYQ,1996-01-02,2008-03-18,,,,,1,1
LOW,1996-01-02,,,,,,1,0
SO,1996-01-02,,,,,,1,0
CIN,1996-01-02,2006-03-30,,,,,1,1
PG,1996-01-02,,,,,,1,0
PZE,1996-01-02,1998-12-24,,,,,1,1
GTE,1996-01-02,2000-06-29,,,,,1,1
CB,1996-01-02,,,,,,1,0
LUV,1996-01-02,,,,,,1,0
AMGN,1996-01-02,,,,,,1,0
GE,1996-01-02,,,,,,1,0
CNP,1996-01-02,,,,,,1,0
AIG,1996-01-02,,,,,,1,0
ECH,1996-01-02,1998-07-09,,,,,1,1
SB,1996-01-02,1997-11-21,,,,,1,1
COST,1996-01-02,,,,,,1,0
ECO,1996-01-02,1998-01-15,,,,,1,1
BC,1996-01-02,2008-06-18,,,,,1,1
IKN,1996-01-02,2000-06-27,,,,,1,1
ASH,1996-01-02,2008-11-13,,,,,1,1
FNMA,1996-01-02,2008-09-08,,,,,1,1
TRV,1996-01-02,,,,,,1,0
JCP,1996-01-02,2013-11-27,,,,,1,1
DE,1996-01-02,,,,,,1,0
KO,1996-01-02,,,,,,1,0
HPQ,1996-01-02,,,,,,1,0
MYG,1996-01-02,2006-03-30,,,,,1,1
XEL,1996-01-02,,,,,,1,0
XOM,1996-01-02,,,,,,1,0
NAE,1996-01-02,1997-08-06,,,,,1,1
AIT,1996-01-02,1999-10-07,,,,,1,1
NWL,1996-01-02,2023-09-17,,,,,1,1
PD,1996-01-02,2007-03-16,,,,,1,1
PAS,1996-01-02,1998-01-29,,,,,1,1
BNL,1996-01-02,1998-06-30,,,,,1,1
GR,1996-01-02,2012-07-26,,,,,1,1
SMS,1996-01-02,2000-06-07,,,,,1,1
KRI,1996-01-02,2006-06-20,,,,,1,1
ALL,1996-01-02,,,,,,1,0
MAT,1996-01-02,2019-06-03,,,,,1,1
GLK,1996-01-02,2005-06-30,,,,,1,1
GLW,1996-01-02,,,,,,1,0
GSX,1996-01-02,1998-10-06,,,,,1,1
CAL,1996-01-02,1996-07-19,,,,,1,1
R,1996-01-02,2017-06-16,,,,,1,1
RBK,1996-01-02,2006-01-30,,,,,1,1
HSY,1996-01-02,,,,,,1,0
THY,1996-01-02,1996-10-08,,,,,1,1
FBO,1996-01-02,1996-03-12,,,,,1,1
COP,1996-01-02,,,,,,1,0
PHM,1996-01-02,,,,,,1,0
ABT,1996-01-02,,,,,,1,0
DRI,1996-01-02,,,,,,1,0
ORX,1996-01-02,1999-02-26,,,,,1,1
PVN,1996-01-02,2005-09-28,,,,,1,1
LDG,1996-01-02,2001-06-29,,,,,1,1
LOR,1996-01-02,1996-04-22,,,,,1,1
KBH,1996-01-02,2009-12-17,,,,,1,1
WLL,1996-01-02,2002-02-07,,,,,1,1
MCO,1996-01-02,,,,,,1,0
GWF,1996-01-02,1997-06-26,,,,,1,1
CAG,1996-01-02,,,,,,1,0
FTL.A,1996-01-02,1999-09-30,,,,,1,1
CSX,1996-01-02,,,,,,1,0
MEE,1996-01-02,2000-12-18,2008-06-23,2011-05-23,,,2,2
HD,1996-01-02,,,,,,1,0
BLS,1996-01-02,2006-12-29,,,,,1,1
ETN,1996-01-02,,,,,,1,0
USS,1996-01-02,1998-10-01,,,,,1,1
WLA,1996-01-02,2000-06-19,,,,,1,1
MKG,1996-01-02,2000-10-17,,,,,1,1
UAWGQ,1996-01-02,2002-05-14,,,,,1,1
ITW,1996-01-02,,,,,,1,0
MU,1996-01-02,,,,,,1,0
CNW,1996-01-02,1996-11-27,,,,,1,1
OWENQ,1996-01-02,2000-09-27,,,,,1,1
RRD,1996-01-02,2012-12-07,,,,,1,1
WFC,1996-01-02,,,,,,1,0
VZ,1996-01-02,,,,,,1,0
CLX,1996-01-02,,,,,,1,0
EIX,1996-01-02,,,,,,1,0
SAF,1996-01-02,2008-09-22,,,,,1,1
MSI,1996-01-02,,,,,,1,0
HAL,1996-01-02,,,,,,1,0
NKE,1996-01-02,,,,,,1,0
MST,1996-01-02,1998-08-13,,,,,1,1
LNC,1996-01-02,2023-09-17,,,,,1,1
CMA,1996-01-02,2024-06-22,,,,,1,1
BA,1996-01-02,,,,,,1,0
AN,1996-01-02,1998-12-31,2003-02-24,2017-08-07,,,2,2
PBI,1996-01-02,2017-02-28,,,,,1,1
VO,1996-01-02,2000-12-08,,,,,1,1
AAL,1996-01-02,1997-01-13,2015-03-23,2024-09-21,,,2,2
FDC,1996-01-02,2007-09-24,,,,,1,1
ENS,1996-01-02,1997-08-05,,,,,1,1
RDS.A,1996-01-02,2002-07-18,,,,,1,1
BAX,1996-01-02,,,,,,1,0
ONE,1996-01-02,2004-06-28,,,,,1,1
PCH,1996-01-02,2001-07-03,,,,,1,1
PMI,1996-01-02,1996-05-30,,,,,1,1
GLD,1996-01-02,1997-04-29,,,,,1,1
BEV,1996-01-02,1997-12-02,,,,,1,1
TKR,1996-01-02,2001-08-06,,,,,1,1
K,1996-01-02,,,,,,1,0
DUK,1996-01-02,,,,,,1,0
BAC,1996-01-02,,,,,,1,0
HIG,1996-01-02,,,,,,1,0
PRD,1996-01-02,2000-12-11,,,,,1,1
DTE,1996-01-02,,,,,,1,0
BK,1996-01-02,,,,,,1,0
TRB,1996-01-02,2007-12-17,,,,,1,1
SWK,1996-01-02,,,,,,1,0
EXC,1996-01-02,,,,,,1,0
